oare_id,parent_oare_id,fold,top1_score,g35_enabled,g50_enabled,g65_enabled
ce69dae3-6b1a-4fce-802e-35eec4e70325__c1of2,ce69dae3-6b1a-4fce-802e-35eec4e70325,4,0.4127,True,False,False
ce69dae3-6b1a-4fce-802e-35eec4e70325__c2of2,ce69dae3-6b1a-4fce-802e-35eec4e70325,4,0.3025,False,False,False
ce809e65-b1f0-429e-a71e-38df8e8ac875__c1of2,ce809e65-b1f0-429e-a71e-38df8e8ac875,3,0.3568,True,False,False
ce809e65-b1f0-429e-a71e-38df8e8ac875__c2of2,ce809e65-b1f0-429e-a71e-38df8e8ac875,3,0.2722,False,False,False
cf2663f5-a69d-4ae6-b2e4-2cbb1626b192__c1of2,cf2663f5-a69d-4ae6-b2e4-2cbb1626b192,0,0.3971,True,False,False
cf2663f5-a69d-4ae6-b2e4-2cbb1626b192__c2of2,cf2663f5-a69d-4ae6-b2e4-2cbb1626b192,0,0.4057,True,False,False
cf70c78d-0fb3-40eb-ba66-3c86c4d80493__c1of3,cf70c78d-0fb3-40eb-ba66-3c86c4d80493,4,0.3282,False,False,False
cf70c78d-0fb3-40eb-ba66-3c86c4d80493__c2of3,cf70c78d-0fb3-40eb-ba66-3c86c4d80493,4,0.3176,False,False,False
cf70c78d-0fb3-40eb-ba66-3c86c4d80493__c3of3,cf70c78d-0fb3-40eb-ba66-3c86c4d80493,4,1.0,True,True,True
cf805746-2c01-4d8f-9989-b70bb7bc6432,cf805746-2c01-4d8f-9989-b70bb7bc6432,2,1.0,True,True,True
cfcc7f6c-d48f-4ffd-948f-248a3a397ffc__c1of2,cfcc7f6c-d48f-4ffd-948f-248a3a397ffc,4,1.0,True,True,True
cfcc7f6c-d48f-4ffd-948f-248a3a397ffc__c2of2,cfcc7f6c-d48f-4ffd-948f-248a3a397ffc,4,1.0,True,True,True
d00bd926-f58b-4de4-90cf-2233c6a8f54f__c1of3,d00bd926-f58b-4de4-90cf-2233c6a8f54f,0,0.3741,True,False,False
d00bd926-f58b-4de4-90cf-2233c6a8f54f__c2of3,d00bd926-f58b-4de4-90cf-2233c6a8f54f,0,0.3731,True,False,False
d00bd926-f58b-4de4-90cf-2233c6a8f54f__c3of3,d00bd926-f58b-4de4-90cf-2233c6a8f54f,0,0.2971,False,False,False
d011d482-42d7-41f3-a8ae-716820d975ff,d011d482-42d7-41f3-a8ae-716820d975ff,1,1.0,True,True,True
d02c8558-7acf-4661-b196-c9f22e4327e5,d02c8558-7acf-4661-b196-c9f22e4327e5,1,1.0,True,True,True
d0925f30-2730-4335-bd66-976b3ead0ea1,d0925f30-2730-4335-bd66-976b3ead0ea1,2,0.2376,False,False,False
d0a3dc42-c04e-40f4-8481-fdff70bbdc12__c1of3,d0a3dc42-c04e-40f4-8481-fdff70bbdc12,1,0.4685,True,False,False
d0a3dc42-c04e-40f4-8481-fdff70bbdc12__c2of3,d0a3dc42-c04e-40f4-8481-fdff70bbdc12,1,0.3134,False,False,False
d0a3dc42-c04e-40f4-8481-fdff70bbdc12__c3of3,d0a3dc42-c04e-40f4-8481-fdff70bbdc12,1,1.0,True,True,True
d0abfdbf-3666-4143-8552-74656140fe85__c1of2,d0abfdbf-3666-4143-8552-74656140fe85,1,0.507,True,True,False
d0abfdbf-3666-4143-8552-74656140fe85__c2of2,d0abfdbf-3666-4143-8552-74656140fe85,1,1.0,True,True,True
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128__c1of8,d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,4,0.4175,True,False,False
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128__c2of8,d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,4,0.5817,True,True,False
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128__c3of8,d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,4,0.5817,True,True,False
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128__c4of8,d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,4,0.3402,False,False,False
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128__c5of8,d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,4,0.2719,False,False,False
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128__c6of8,d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,4,0.2993,False,False,False
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128__c7of8,d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,4,0.3802,True,False,False
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128__c8of8,d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,4,0.4971,True,False,False
d1264be8-bf53-4743-ad89-e4fb4eb268cc__c1of2,d1264be8-bf53-4743-ad89-e4fb4eb268cc,1,0.5086,True,True,False
d1264be8-bf53-4743-ad89-e4fb4eb268cc__c2of2,d1264be8-bf53-4743-ad89-e4fb4eb268cc,1,1.0,True,True,True
d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8__c1of6,d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8,4,0.5295,True,True,False
d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8__c2of6,d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8,4,1.0,True,True,True
d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8__c3of6,d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8,4,0.3112,False,False,False
d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8__c4of6,d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8,4,0.4665,True,False,False
d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8__c5of6,d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8,4,1.0,True,True,True
d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8__c6of6,d15337b2-5ca2-4b5c-b3fa-3b78cc2f43d8,4,1.0,True,True,True
d1bc99fc-3f4b-476d-8c28-f072aa280083,d1bc99fc-3f4b-476d-8c28-f072aa280083,2,1.0,True,True,True
d1e9ba56-9a8c-4e1c-b704-3bc8e049b513,d1e9ba56-9a8c-4e1c-b704-3bc8e049b513,1,0.4324,True,False,False
d206208f-816c-405b-9dd7-42938d59c65f,d206208f-816c-405b-9dd7-42938d59c65f,1,1.0,True,True,True
d22fb58c-8aa8-466f-a018-1966c9056da3,d22fb58c-8aa8-466f-a018-1966c9056da3,0,0.5093,True,True,False
d2338f2f-a756-4923-a932-bca844102cd5__c1of2,d2338f2f-a756-4923-a932-bca844102cd5,2,0.4405,True,False,False
d2338f2f-a756-4923-a932-bca844102cd5__c2of2,d2338f2f-a756-4923-a932-bca844102cd5,2,1.0,True,True,True
d27fcfd7-f51c-4742-b716-c75b7d1aae6f__c1of2,d27fcfd7-f51c-4742-b716-c75b7d1aae6f,3,1.0,True,True,True
d27fcfd7-f51c-4742-b716-c75b7d1aae6f__c2of2,d27fcfd7-f51c-4742-b716-c75b7d1aae6f,3,1.0,True,True,True
d290a525-1284-44b3-b12f-e222484dcc44,d290a525-1284-44b3-b12f-e222484dcc44,3,0.7704,True,True,True
d38ae78c-c321-4e83-8c0f-264ef6e0ef78,d38ae78c-c321-4e83-8c0f-264ef6e0ef78,2,0.3119,False,False,False
d4140158-e25a-4b80-9148-baababa6fd4a__c1of3,d4140158-e25a-4b80-9148-baababa6fd4a,3,0.3276,False,False,False
d4140158-e25a-4b80-9148-baababa6fd4a__c2of3,d4140158-e25a-4b80-9148-baababa6fd4a,3,0.2862,False,False,False
d4140158-e25a-4b80-9148-baababa6fd4a__c3of3,d4140158-e25a-4b80-9148-baababa6fd4a,3,1.0,True,True,True
d420628f-bd74-4c1d-9ce3-2b38958f85dc__c1of2,d420628f-bd74-4c1d-9ce3-2b38958f85dc,0,0.2792,False,False,False
d420628f-bd74-4c1d-9ce3-2b38958f85dc__c2of2,d420628f-bd74-4c1d-9ce3-2b38958f85dc,0,0.4514,True,False,False
d49c1b7f-e784-443a-8c36-55d2b4ff4769__c1of3,d49c1b7f-e784-443a-8c36-55d2b4ff4769,2,0.3611,True,False,False
d49c1b7f-e784-443a-8c36-55d2b4ff4769__c2of3,d49c1b7f-e784-443a-8c36-55d2b4ff4769,2,0.3611,True,False,False
d49c1b7f-e784-443a-8c36-55d2b4ff4769__c3of3,d49c1b7f-e784-443a-8c36-55d2b4ff4769,2,0.3221,False,False,False
d4b3e406-08d2-45e2-83b3-2c4c9a9b565a,d4b3e406-08d2-45e2-83b3-2c4c9a9b565a,1,1.0,True,True,True
d4d73674-60ec-4cb9-917a-0484ff546ef2__c1of4,d4d73674-60ec-4cb9-917a-0484ff546ef2,2,1.0,True,True,True
d4d73674-60ec-4cb9-917a-0484ff546ef2__c2of4,d4d73674-60ec-4cb9-917a-0484ff546ef2,2,1.0,True,True,True
d4d73674-60ec-4cb9-917a-0484ff546ef2__c3of4,d4d73674-60ec-4cb9-917a-0484ff546ef2,2,0.5061,True,True,False
d4d73674-60ec-4cb9-917a-0484ff546ef2__c4of4,d4d73674-60ec-4cb9-917a-0484ff546ef2,2,1.0,True,True,True
d52b7a5b-bde2-4432-94d2-e1e8b163446b,d52b7a5b-bde2-4432-94d2-e1e8b163446b,2,1.0,True,True,True
d5326410-b54c-4d7a-97bd-21312c5efc91,d5326410-b54c-4d7a-97bd-21312c5efc91,2,1.0,True,True,True
d5330fc7-87de-45dc-8dfd-40f375879a75__c1of2,d5330fc7-87de-45dc-8dfd-40f375879a75,3,1.0,True,True,True
d5330fc7-87de-45dc-8dfd-40f375879a75__c2of2,d5330fc7-87de-45dc-8dfd-40f375879a75,3,1.0,True,True,True
d5680bee-6195-467d-86ca-b25f361aff95__c1of5,d5680bee-6195-467d-86ca-b25f361aff95,2,0.3315,False,False,False
d5680bee-6195-467d-86ca-b25f361aff95__c2of5,d5680bee-6195-467d-86ca-b25f361aff95,2,0.3921,True,False,False
d5680bee-6195-467d-86ca-b25f361aff95__c3of5,d5680bee-6195-467d-86ca-b25f361aff95,2,1.0,True,True,True
d5680bee-6195-467d-86ca-b25f361aff95__c4of5,d5680bee-6195-467d-86ca-b25f361aff95,2,1.0,True,True,True
d5680bee-6195-467d-86ca-b25f361aff95__c5of5,d5680bee-6195-467d-86ca-b25f361aff95,2,1.0,True,True,True
d5a863e5-d436-4d46-9e19-6e15df691120__c1of3,d5a863e5-d436-4d46-9e19-6e15df691120,4,0.8828,True,True,True
d5a863e5-d436-4d46-9e19-6e15df691120__c2of3,d5a863e5-d436-4d46-9e19-6e15df691120,4,1.0,True,True,True
d5a863e5-d436-4d46-9e19-6e15df691120__c3of3,d5a863e5-d436-4d46-9e19-6e15df691120,4,1.0,True,True,True
d5e10e2c-1179-4d03-8ac5-7bd7692d9547,d5e10e2c-1179-4d03-8ac5-7bd7692d9547,4,1.0,True,True,True
d604d277-4d17-492e-9f1b-0357108bb99b,d604d277-4d17-492e-9f1b-0357108bb99b,1,0.3431,False,False,False
d62ce4d5-c3a1-428a-96a0-c5ef458b75ad__c1of2,d62ce4d5-c3a1-428a-96a0-c5ef458b75ad,0,0.2996,False,False,False
d62ce4d5-c3a1-428a-96a0-c5ef458b75ad__c2of2,d62ce4d5-c3a1-428a-96a0-c5ef458b75ad,0,0.2801,False,False,False
d65e3010-290f-4aff-9bca-73b9949908d3__c1of2,d65e3010-290f-4aff-9bca-73b9949908d3,1,0.3985,True,False,False
d65e3010-290f-4aff-9bca-73b9949908d3__c2of2,d65e3010-290f-4aff-9bca-73b9949908d3,1,1.0,True,True,True
d6623f0a-84e8-44c4-b77e-73f1888d0133,d6623f0a-84e8-44c4-b77e-73f1888d0133,1,1.0,True,True,True
d682d31e-5125-4ad4-ad68-5e2bfd4f724c,d682d31e-5125-4ad4-ad68-5e2bfd4f724c,4,1.0,True,True,True
d686acec-8fad-4ceb-97e6-8f5008345431__c1of2,d686acec-8fad-4ceb-97e6-8f5008345431,0,0.7429,True,True,True
d686acec-8fad-4ceb-97e6-8f5008345431__c2of2,d686acec-8fad-4ceb-97e6-8f5008345431,0,0.816,True,True,True
d695ae23-3858-4958-aa95-c57852b0689c__c1of2,d695ae23-3858-4958-aa95-c57852b0689c,4,0.3348,False,False,False
d695ae23-3858-4958-aa95-c57852b0689c__c2of2,d695ae23-3858-4958-aa95-c57852b0689c,4,1.0,True,True,True
d6aae14b-e9a0-47f3-9550-79fdbc6bf639__c1of2,d6aae14b-e9a0-47f3-9550-79fdbc6bf639,0,0.3918,True,False,False
d6aae14b-e9a0-47f3-9550-79fdbc6bf639__c2of2,d6aae14b-e9a0-47f3-9550-79fdbc6bf639,0,0.3271,False,False,False
d6ace566-53f6-46a8-a94d-845856ce5a9a__c1of2,d6ace566-53f6-46a8-a94d-845856ce5a9a,4,0.7989,True,True,True
d6ace566-53f6-46a8-a94d-845856ce5a9a__c2of2,d6ace566-53f6-46a8-a94d-845856ce5a9a,4,0.5666,True,True,False
d6b70b9c-6f3c-4f59-9504-6d8e833aabcc__c1of4,d6b70b9c-6f3c-4f59-9504-6d8e833aabcc,0,0.6437,True,True,False
d6b70b9c-6f3c-4f59-9504-6d8e833aabcc__c2of4,d6b70b9c-6f3c-4f59-9504-6d8e833aabcc,0,0.2816,False,False,False
d6b70b9c-6f3c-4f59-9504-6d8e833aabcc__c3of4,d6b70b9c-6f3c-4f59-9504-6d8e833aabcc,0,0.2947,False,False,False
d6b70b9c-6f3c-4f59-9504-6d8e833aabcc__c4of4,d6b70b9c-6f3c-4f59-9504-6d8e833aabcc,0,0.2736,False,False,False
d6bd515f-a63a-47f6-a4be-91561e292dfe,d6bd515f-a63a-47f6-a4be-91561e292dfe,2,1.0,True,True,True
d74a9667-5a60-49d0-8662-3310cd042101,d74a9667-5a60-49d0-8662-3310cd042101,1,0.4165,True,False,False
d77bd2c9-b819-44d0-bf92-40ecf5e534c2,d77bd2c9-b819-44d0-bf92-40ecf5e534c2,3,0.3253,False,False,False
d7b180e1-b85e-4b0b-9fc7-ab244199146d__c1of6,d7b180e1-b85e-4b0b-9fc7-ab244199146d,2,0.3205,False,False,False
d7b180e1-b85e-4b0b-9fc7-ab244199146d__c2of6,d7b180e1-b85e-4b0b-9fc7-ab244199146d,2,0.2227,False,False,False
d7b180e1-b85e-4b0b-9fc7-ab244199146d__c3of6,d7b180e1-b85e-4b0b-9fc7-ab244199146d,2,0.3188,False,False,False
d7b180e1-b85e-4b0b-9fc7-ab244199146d__c4of6,d7b180e1-b85e-4b0b-9fc7-ab244199146d,2,0.2905,False,False,False
d7b180e1-b85e-4b0b-9fc7-ab244199146d__c5of6,d7b180e1-b85e-4b0b-9fc7-ab244199146d,2,0.2738,False,False,False
d7b180e1-b85e-4b0b-9fc7-ab244199146d__c6of6,d7b180e1-b85e-4b0b-9fc7-ab244199146d,2,0.3259,False,False,False
d80a67d3-6a41-41ad-bd9e-5749684b2c20__c1of3,d80a67d3-6a41-41ad-bd9e-5749684b2c20,2,0.3604,True,False,False
d80a67d3-6a41-41ad-bd9e-5749684b2c20__c2of3,d80a67d3-6a41-41ad-bd9e-5749684b2c20,2,0.3604,True,False,False
d80a67d3-6a41-41ad-bd9e-5749684b2c20__c3of3,d80a67d3-6a41-41ad-bd9e-5749684b2c20,2,0.3154,False,False,False
d81021bb-a954-4d44-8a7d-5a8b7a196d81__c1of3,d81021bb-a954-4d44-8a7d-5a8b7a196d81,1,1.0,True,True,True
d81021bb-a954-4d44-8a7d-5a8b7a196d81__c2of3,d81021bb-a954-4d44-8a7d-5a8b7a196d81,1,1.0,True,True,True
d81021bb-a954-4d44-8a7d-5a8b7a196d81__c3of3,d81021bb-a954-4d44-8a7d-5a8b7a196d81,1,0.2797,False,False,False
d8d8160b-6497-4d75-909b-1d94f5ea2498,d8d8160b-6497-4d75-909b-1d94f5ea2498,4,1.0,True,True,True
d9058197-10a1-4a9f-b722-74d11f358762__c1of5,d9058197-10a1-4a9f-b722-74d11f358762,0,0.84,True,True,True
d9058197-10a1-4a9f-b722-74d11f358762__c2of5,d9058197-10a1-4a9f-b722-74d11f358762,0,0.7846,True,True,True
d9058197-10a1-4a9f-b722-74d11f358762__c3of5,d9058197-10a1-4a9f-b722-74d11f358762,0,0.7877,True,True,True
d9058197-10a1-4a9f-b722-74d11f358762__c4of5,d9058197-10a1-4a9f-b722-74d11f358762,0,0.8398,True,True,True
d9058197-10a1-4a9f-b722-74d11f358762__c5of5,d9058197-10a1-4a9f-b722-74d11f358762,0,0.7848,True,True,True
d936c8ee-0394-4b1c-9873-6419aa9a99d2__c1of2,d936c8ee-0394-4b1c-9873-6419aa9a99d2,1,1.0,True,True,True
d936c8ee-0394-4b1c-9873-6419aa9a99d2__c2of2,d936c8ee-0394-4b1c-9873-6419aa9a99d2,1,1.0,True,True,True
d93fadca-089c-4135-8228-bc755873b2bf,d93fadca-089c-4135-8228-bc755873b2bf,1,1.0,True,True,True
d952a32d-82a4-498b-a986-45926b5f05b8,d952a32d-82a4-498b-a986-45926b5f05b8,3,0.9183,True,True,True
d9638cf9-a743-4b24-b8de-ab82740ae75a__c1of2,d9638cf9-a743-4b24-b8de-ab82740ae75a,3,0.3488,False,False,False
d9638cf9-a743-4b24-b8de-ab82740ae75a__c2of2,d9638cf9-a743-4b24-b8de-ab82740ae75a,3,0.3307,False,False,False
d9a14f87-7f2b-4219-af48-622c3736c233__c1of2,d9a14f87-7f2b-4219-af48-622c3736c233,0,0.4902,True,False,False
d9a14f87-7f2b-4219-af48-622c3736c233__c2of2,d9a14f87-7f2b-4219-af48-622c3736c233,0,0.3241,False,False,False
d9af27fd-c4d1-44c8-b790-ca584b3a9119__c1of3,d9af27fd-c4d1-44c8-b790-ca584b3a9119,4,0.3619,True,False,False
d9af27fd-c4d1-44c8-b790-ca584b3a9119__c2of3,d9af27fd-c4d1-44c8-b790-ca584b3a9119,4,1.0,True,True,True
d9af27fd-c4d1-44c8-b790-ca584b3a9119__c3of3,d9af27fd-c4d1-44c8-b790-ca584b3a9119,4,1.0,True,True,True
d9b1b46b-cb94-4a71-b5b8-5245e8890093__c1of3,d9b1b46b-cb94-4a71-b5b8-5245e8890093,2,1.0,True,True,True
d9b1b46b-cb94-4a71-b5b8-5245e8890093__c2of3,d9b1b46b-cb94-4a71-b5b8-5245e8890093,2,1.0,True,True,True
d9b1b46b-cb94-4a71-b5b8-5245e8890093__c3of3,d9b1b46b-cb94-4a71-b5b8-5245e8890093,2,0.453,True,False,False
d9b9c6db-99b0-4ae4-99c9-ea4dcc587cbd,d9b9c6db-99b0-4ae4-99c9-ea4dcc587cbd,1,0.2582,False,False,False
da13d2c6-dd16-4501-9b00-077825daf421,da13d2c6-dd16-4501-9b00-077825daf421,0,0.268,False,False,False
da452b15-c1e1-4581-a654-2d1db55fcfcb,da452b15-c1e1-4581-a654-2d1db55fcfcb,2,1.0,True,True,True
da4b9647-bf01-4d97-9c3d-75d26535ddbc,da4b9647-bf01-4d97-9c3d-75d26535ddbc,1,0.306,False,False,False
da710369-e52d-4666-b230-740ebc293fe0__c1of2,da710369-e52d-4666-b230-740ebc293fe0,1,0.2954,False,False,False
da710369-e52d-4666-b230-740ebc293fe0__c2of2,da710369-e52d-4666-b230-740ebc293fe0,1,1.0,True,True,True
db07d77a-adae-475b-9af8-9198c3afbf8e__c1of4,db07d77a-adae-475b-9af8-9198c3afbf8e,2,0.5291,True,True,False
db07d77a-adae-475b-9af8-9198c3afbf8e__c2of4,db07d77a-adae-475b-9af8-9198c3afbf8e,2,0.4959,True,False,False
db07d77a-adae-475b-9af8-9198c3afbf8e__c3of4,db07d77a-adae-475b-9af8-9198c3afbf8e,2,0.5372,True,True,False
db07d77a-adae-475b-9af8-9198c3afbf8e__c4of4,db07d77a-adae-475b-9af8-9198c3afbf8e,2,0.3032,False,False,False
db1c1a27-aac2-4342-930c-f29f10c7774e__c1of3,db1c1a27-aac2-4342-930c-f29f10c7774e,1,0.2618,False,False,False
db1c1a27-aac2-4342-930c-f29f10c7774e__c2of3,db1c1a27-aac2-4342-930c-f29f10c7774e,1,1.0,True,True,True
db1c1a27-aac2-4342-930c-f29f10c7774e__c3of3,db1c1a27-aac2-4342-930c-f29f10c7774e,1,0.4985,True,False,False
db42bf74-0679-423f-9d20-b8ab940583b4__c1of3,db42bf74-0679-423f-9d20-b8ab940583b4,0,0.3653,True,False,False
db42bf74-0679-423f-9d20-b8ab940583b4__c2of3,db42bf74-0679-423f-9d20-b8ab940583b4,0,0.311,False,False,False
db42bf74-0679-423f-9d20-b8ab940583b4__c3of3,db42bf74-0679-423f-9d20-b8ab940583b4,0,0.3256,False,False,False
db9e6896-3c0a-4e05-b30d-a3af640b4723__c1of4,db9e6896-3c0a-4e05-b30d-a3af640b4723,1,0.4555,True,False,False
db9e6896-3c0a-4e05-b30d-a3af640b4723__c2of4,db9e6896-3c0a-4e05-b30d-a3af640b4723,1,0.4585,True,False,False
db9e6896-3c0a-4e05-b30d-a3af640b4723__c3of4,db9e6896-3c0a-4e05-b30d-a3af640b4723,1,0.3611,True,False,False
db9e6896-3c0a-4e05-b30d-a3af640b4723__c4of4,db9e6896-3c0a-4e05-b30d-a3af640b4723,1,1.0,True,True,True
dbb1f000-af45-4a2e-b941-113c60727771,dbb1f000-af45-4a2e-b941-113c60727771,1,0.8136,True,True,True
dbcbfe3a-25ff-4234-a081-9dc3f1120ff8,dbcbfe3a-25ff-4234-a081-9dc3f1120ff8,2,0.4778,True,False,False
dbdbaeec-329d-4667-8d09-6b5205093ed2__c1of4,dbdbaeec-329d-4667-8d09-6b5205093ed2,2,0.5092,True,True,False
dbdbaeec-329d-4667-8d09-6b5205093ed2__c2of4,dbdbaeec-329d-4667-8d09-6b5205093ed2,2,0.4789,True,False,False
dbdbaeec-329d-4667-8d09-6b5205093ed2__c3of4,dbdbaeec-329d-4667-8d09-6b5205093ed2,2,0.4649,True,False,False
dbdbaeec-329d-4667-8d09-6b5205093ed2__c4of4,dbdbaeec-329d-4667-8d09-6b5205093ed2,2,1.0,True,True,True
dbdd8cda-7f78-4456-b019-21513db5331b__c1of5,dbdd8cda-7f78-4456-b019-21513db5331b,0,0.3861,True,False,False
dbdd8cda-7f78-4456-b019-21513db5331b__c2of5,dbdd8cda-7f78-4456-b019-21513db5331b,0,0.2771,False,False,False
dbdd8cda-7f78-4456-b019-21513db5331b__c3of5,dbdd8cda-7f78-4456-b019-21513db5331b,0,0.2492,False,False,False
dbdd8cda-7f78-4456-b019-21513db5331b__c4of5,dbdd8cda-7f78-4456-b019-21513db5331b,0,0.248,False,False,False
dbdd8cda-7f78-4456-b019-21513db5331b__c5of5,dbdd8cda-7f78-4456-b019-21513db5331b,0,0.3611,True,False,False
dbf83e27-e07e-4b69-b90c-5912f37a8046__c1of5,dbf83e27-e07e-4b69-b90c-5912f37a8046,3,0.406,True,False,False
dbf83e27-e07e-4b69-b90c-5912f37a8046__c2of5,dbf83e27-e07e-4b69-b90c-5912f37a8046,3,1.0,True,True,True
dbf83e27-e07e-4b69-b90c-5912f37a8046__c3of5,dbf83e27-e07e-4b69-b90c-5912f37a8046,3,1.0,True,True,True
dbf83e27-e07e-4b69-b90c-5912f37a8046__c4of5,dbf83e27-e07e-4b69-b90c-5912f37a8046,3,1.0,True,True,True
dbf83e27-e07e-4b69-b90c-5912f37a8046__c5of5,dbf83e27-e07e-4b69-b90c-5912f37a8046,3,1.0,True,True,True
dc7b1326-558e-4676-8e21-c02710aaba26,dc7b1326-558e-4676-8e21-c02710aaba26,2,1.0,True,True,True
dc87bf98-ac60-468b-8816-e834000dff97__c1of2,dc87bf98-ac60-468b-8816-e834000dff97,1,1.0,True,True,True
dc87bf98-ac60-468b-8816-e834000dff97__c2of2,dc87bf98-ac60-468b-8816-e834000dff97,1,1.0,True,True,True
dcc770f2-c467-47c2-99c0-a6a4f5dcb4aa,dcc770f2-c467-47c2-99c0-a6a4f5dcb4aa,1,0.3576,True,False,False
dd9930f0-816c-4db8-8764-076d725f252f,dd9930f0-816c-4db8-8764-076d725f252f,3,0.3288,False,False,False
ddaac6bb-58fa-465f-ad8c-ac1a690e05c1__c1of3,ddaac6bb-58fa-465f-ad8c-ac1a690e05c1,2,1.0,True,True,True
ddaac6bb-58fa-465f-ad8c-ac1a690e05c1__c2of3,ddaac6bb-58fa-465f-ad8c-ac1a690e05c1,2,1.0,True,True,True
ddaac6bb-58fa-465f-ad8c-ac1a690e05c1__c3of3,ddaac6bb-58fa-465f-ad8c-ac1a690e05c1,2,1.0,True,True,True
ddaebc28-4dc8-4511-a010-1f0e7cd97b8d__c1of4,ddaebc28-4dc8-4511-a010-1f0e7cd97b8d,1,0.5296,True,True,False
ddaebc28-4dc8-4511-a010-1f0e7cd97b8d__c2of4,ddaebc28-4dc8-4511-a010-1f0e7cd97b8d,1,1.0,True,True,True
ddaebc28-4dc8-4511-a010-1f0e7cd97b8d__c3of4,ddaebc28-4dc8-4511-a010-1f0e7cd97b8d,1,0.3232,False,False,False
ddaebc28-4dc8-4511-a010-1f0e7cd97b8d__c4of4,ddaebc28-4dc8-4511-a010-1f0e7cd97b8d,1,0.3939,True,False,False
ddb64dca-f1a7-45bc-ad3b-2d0f41cda28d,ddb64dca-f1a7-45bc-ad3b-2d0f41cda28d,2,1.0,True,True,True
ddc8f6cd-76bf-4ba4-93ee-38c8204c46de__c1of2,ddc8f6cd-76bf-4ba4-93ee-38c8204c46de,3,0.4569,True,False,False
ddc8f6cd-76bf-4ba4-93ee-38c8204c46de__c2of2,ddc8f6cd-76bf-4ba4-93ee-38c8204c46de,3,0.3569,True,False,False
de51a1e7-8b04-4241-8b2d-d10754c3c67a__c1of3,de51a1e7-8b04-4241-8b2d-d10754c3c67a,2,0.4474,True,False,False
de51a1e7-8b04-4241-8b2d-d10754c3c67a__c2of3,de51a1e7-8b04-4241-8b2d-d10754c3c67a,2,0.5976,True,True,False
de51a1e7-8b04-4241-8b2d-d10754c3c67a__c3of3,de51a1e7-8b04-4241-8b2d-d10754c3c67a,2,0.5976,True,True,False
debea9a0-f230-4fbb-9f8b-e8037dcf6662__c1of5,debea9a0-f230-4fbb-9f8b-e8037dcf6662,1,1.0,True,True,True
debea9a0-f230-4fbb-9f8b-e8037dcf6662__c2of5,debea9a0-f230-4fbb-9f8b-e8037dcf6662,1,1.0,True,True,True
debea9a0-f230-4fbb-9f8b-e8037dcf6662__c3of5,debea9a0-f230-4fbb-9f8b-e8037dcf6662,1,1.0,True,True,True
debea9a0-f230-4fbb-9f8b-e8037dcf6662__c4of5,debea9a0-f230-4fbb-9f8b-e8037dcf6662,1,1.0,True,True,True
debea9a0-f230-4fbb-9f8b-e8037dcf6662__c5of5,debea9a0-f230-4fbb-9f8b-e8037dcf6662,1,0.0,False,False,False
ded3fcea-8031-4dba-9e85-d168f30771d7,ded3fcea-8031-4dba-9e85-d168f30771d7,3,0.4756,True,False,False
df3bc245-333f-4bf3-b228-e8a55643a692__c1of2,df3bc245-333f-4bf3-b228-e8a55643a692,3,0.2604,False,False,False
df3bc245-333f-4bf3-b228-e8a55643a692__c2of2,df3bc245-333f-4bf3-b228-e8a55643a692,3,1.0,True,True,True
df4155ff-db56-41c6-92f2-b2f6f3c1518b,df4155ff-db56-41c6-92f2-b2f6f3c1518b,3,0.4023,True,False,False
df583456-0a7b-4724-bfa0-532a4f229e19__c1of4,df583456-0a7b-4724-bfa0-532a4f229e19,0,0.3376,False,False,False
df583456-0a7b-4724-bfa0-532a4f229e19__c2of4,df583456-0a7b-4724-bfa0-532a4f229e19,0,0.3569,True,False,False
df583456-0a7b-4724-bfa0-532a4f229e19__c3of4,df583456-0a7b-4724-bfa0-532a4f229e19,0,0.615,True,True,False
df583456-0a7b-4724-bfa0-532a4f229e19__c4of4,df583456-0a7b-4724-bfa0-532a4f229e19,0,0.3896,True,False,False
